chrI+	111037	112295
chrI+	111039	112272
chrI+	111039	112274
chrI+	535789	536589
chrI+	535795	536496
chrI+	535795	536587
chrI+	535795	536588
chrI+	2878580	2880864
chrI+	3299458	3300491
chrI+	3788039	3788864
chrI+	3960890	3962201
chrI+	4585115	4586178
chrI+	5736089	5741577
chrI+	5829393	5834643
chrI+	5829395	5834314
chrI+	5832070	5834314
chrI+	5896656	5897386
chrI+	6098980	6099728
chrI+	6496912	6499554
chrI+	6497342	6499512
chrI+	6497441	6499467
chrI+	6497441	6499467
chrI+	6497443	6499467
chrI+	6497623	6499554
chrI+	6669036	6669543
chrI+	6836463	6838138
chrI+	6836469	6837933
chrI+	6854662	6857532
chrI+	6926152	6929662
chrI+	7186476	7188256
chrI+	7352442	7353652
chrI+	7387354	7388712
chrI+	7668392	7669791
chrI+	7869621	7872067
chrI+	7901945	7903192
chrI+	8150360	8151310
chrI+	8434519	8435772
chrI+	8434543	8435803
chrI+	8601351	8601998
chrI+	8768194	8771177
chrI+	8768512	8771173
chrI+	8768514	8771173
chrI+	8768514	8771173
chrI+	8768514	8771173
chrI+	8768516	8771173
chrI+	8768520	8771173
chrI+	8840476	8841119
chrI+	8971139	8972953
chrI+	9056289	9057546
chrI+	9163428	9166803
chrI+	9163428	9166819
chrI+	9163496	9166819
chrI+	9163496	9166968
chrI+	9163565	9167191
chrI+	9512443	9514745
chrI+	9512443	9514789
chrI+	9727193	9728013
chrI+	9754111	9757886
chrI+	10330861	10331735
chrI+	10330868	10331724
chrI+	10471204	10471930
chrI+	10518365	10519148
chrI+	10551967	10552957
chrI+	10567877	10568997
chrI+	10567882	10568950
chrI+	10629942	10631544
chrI+	10806831	10808211
chrI+	11271699	11272336
chrI+	11930646	11931749
chrI+	12389598	12390966
chrI+	12652228	12654341
chrI+	12652301	12654341
chrI+	12652301	12654637
chrI+	12652321	12654341
chrI+	12652321	12654341
chrI+	12652321	12654341
chrI+	12652321	12654341
chrI+	12652327	12653210
chrI+	12652335	12654341
chrI+	12652463	12654341
chrI+	12929385	12931055
chrI+	13241651	13244716
chrI+	13384671	13387070
chrI+	14643901	14646538
chrI+	14756697	14758417
chrI+	14757047	14758772
chrI+	14757049	14758417
chrI+	14757050	14758417
chrI+	14759906	14761200
chrII+	386089	387846
chrII+	593370	593858
chrII+	1321005	1322867
chrII+	1321042	1323093
chrII+	1321044	1322567
chrII+	2154014	2155241
chrII+	3553681	3554613
chrII+	3911891	3913364
chrII+	4301601	4305270
chrII+	4689819	4690399
chrII+	4702058	4703050
chrII+	4834918	4835699
chrII+	4842570	4842900
chrII+	4860914	4861590
chrII+	5014711	5015303
chrII+	5055525	5056202
chrII+	5055602	5056199
chrII+	5055602	5056202
chrII+	5055602	5056206
chrII+	5112743	5114109
chrII+	5212251	5212717
chrII+	5661139	5661519
chrII+	5797744	5798305
chrII+	6014280	6015775
chrII+	6386743	6387378
chrII+	7772491	7773827
chrII+	7790406	7791492
chrII+	7790518	7791295
chrII+	7816401	7818186
chrII+	7816483	7818186
chrII+	7816617	7820110
chrII+	7879698	7880341
chrII+	8143787	8144595
chrII+	8143805	8144594
chrII+	8569850	8570974
chrII+	8569852	8570883
chrII+	8602710	8603506
chrII+	8602712	8603505
chrII+	8602712	8603505
chrII+	8602712	8603506
chrII+	8932010	8933691
chrII+	8932019	8933691
chrII+	8932020	8933691
chrII+	10231224	10235928
chrII+	10309402	10309982
chrII+	10707119	10708201
chrII+	10714829	10716252
