chrI+	11415	16790
chrI+	11415	16790
chrI+	11415	16793
chrI+	11415	16828
chrI+	11617	16831
chrI+	11619	16804
chrI+	93032	94834
chrI+	111037	112295
chrI+	111039	112272
chrI+	111039	112274
chrI+	113165	113661
chrI+	128698	133582
chrI+	323862	330729
chrI+	488620	489908
chrI+	489988	496156
chrI+	530420	532855
chrI+	535789	536589
chrI+	535789	536881
chrI+	535793	536646
chrI+	535795	536496
chrI+	535795	536587
chrI+	535795	536588
chrI+	537126	541634
chrI+	537126	542192
chrI+	636724	637847
chrI+	745606	747504
chrI+	853462	854133
chrI+	1016408	1017182
chrI+	1068594	1075012
chrI+	1156450	1157453
chrI+	1156580	1157459
chrI+	1156580	1157464
chrI+	1156580	1157589
chrI+	1156582	1157453
chrI+	1156582	1157454
chrI+	1157424	1162877
chrI+	1332881	1334074
chrI+	1340680	1341259
chrI+	1340705	1341253
chrI+	1365312	1375691
chrI+	1465634	1469537
chrI+	1514764	1527350
chrI+	1529782	1534237
chrI+	1586019	1593661
chrI+	1629005	1633494
chrI+	1629011	1633365
chrI+	1721599	1733029
chrI+	1721599	1740273
chrI+	1793254	1796421
chrI+	1793256	1796342
chrI+	1808093	1811766
chrI+	1832899	1834458
chrI+	1832899	1834458
chrI+	1832899	1834458
chrI+	1832899	1834747
chrI+	1832899	1834747
chrI+	1832899	1834747
chrI+	1832899	1834747
chrI+	1832899	1834752
chrI+	1832899	1834754
chrI+	1834883	1835440
chrI+	1834885	1835440
chrI+	1835681	1841201
chrI+	1837629	1840889
chrI+	1842445	1843228
chrI+	1842447	1843165
chrI+	2064977	2065483
chrI+	2064979	2065483
chrI+	2071355	2072551
chrI+	2072680	2076908
chrI+	2072683	2076102
chrI+	2078962	2085614
chrI+	2128593	2145973
chrI+	2128593	2145973
chrI+	2306987	2308913
chrI+	2312496	2313009
chrI+	2312498	2312897
chrI+	2313272	2315988
chrI+	2313273	2315761
chrI+	2434006	2435637
chrI+	2485871	2489500
chrI+	2599981	2602628
chrI+	2599991	2602603
chrI+	2642592	2643704
chrI+	2668700	2672012
chrI+	2727014	2727546
chrI+	2730004	2731455
chrI+	2730006	2731283
chrI+	2731566	2735314
chrI+	2876932	2878514
chrI+	2876934	2878038
chrI+	2928395	2929658
chrI+	2928395	2931254
chrI+	2928397	2929352
chrI+	2929786	2931344
chrI+	2929835	2931362
chrI+	3010692	3011649
chrI+	3021651	3028385
chrI+	3137190	3138412
chrI+	3206801	3209284
chrI+	3206803	3209295
chrI+	3267096	3269116
chrI+	3419531	3424195
chrI+	3419639	3424191
chrI+	3467134	3477972
chrI+	3479181	3481375
chrI+	3774718	3775920
chrI+	3782121	3783262
chrI+	3787591	3788912
chrI+	3788033	3788912
chrI+	3788035	3788864
chrI+	3788039	3788864
chrI+	3788039	3788901
chrI+	3796019	3796686
chrI+	3824949	3826516
chrI+	3824950	3826516
chrI+	3831120	3834126
chrI+	3831120	3834156
chrI+	3832099	3834119
chrI+	3853838	3854241
chrI+	3867544	3869115
chrI+	3874368	3875729
chrI+	3877066	3880686
chrI+	3877067	3880749
chrI+	3908750	3909627
chrI+	3983174	3986917
chrI+	3983186	3986386
chrI+	3983187	3986386
chrI+	3987831	3988699
chrI+	4035745	4078128
chrI+	4035745	4078798
chrI+	4035745	4084508
chrI+	4035745	4090428
chrI+	4035745	4090875
chrI+	4081526	4090428
chrI+	4132502	4135063
chrI+	4132502	4135240
chrI+	4133033	4135063
chrI+	4175319	4177252
chrI+	4175321	4177131
chrI+	4178812	4182159
chrI+	4178814	4181739
chrI+	4253094	4253866
chrI+	4253145	4253845
