chrI+	11415	16793
chrI+	111037	112295
chrI+	111039	112272
chrI+	111039	112274
chrI+	128696	133809
chrI+	128698	133582
chrI+	535789	536589
chrI+	535789	536881
chrI+	535793	536646
chrI+	535795	536496
chrI+	535795	536587
chrI+	535795	536588
chrI+	636724	637847
chrI+	1018838	1019221
chrI+	1156450	1157453
chrI+	1156580	1157459
chrI+	1156580	1157464
chrI+	1156580	1157589
chrI+	1156582	1157453
chrI+	1156582	1157454
chrI+	1340680	1341259
chrI+	1340705	1341253
chrI+	1698351	1700788
chrI+	1832899	1834458
chrI+	1832899	1834458
chrI+	1834883	1835440
chrI+	1834885	1835440
chrI+	1837629	1840889
chrI+	2072683	2076102
chrI+	2306987	2308913
chrI+	2485871	2489500
chrI+	2730004	2731455
chrI+	2730006	2731283
chrI+	2876932	2878514
chrI+	2928395	2929658
chrI+	2928397	2929352
chrI+	3267096	3269116
chrI+	3601873	3602860
chrI+	3620585	3625089
chrI+	3783795	3784229
chrI+	3787591	3788912
chrI+	3788033	3788912
chrI+	3788035	3788864
chrI+	3788039	3788864
chrI+	3788039	3788901
chrI+	3830834	3834119
chrI+	3832099	3834119
chrI+	3908750	3909627
chrI+	3987831	3988699
chrI+	4133033	4135063
chrI+	4175319	4177252
chrI+	4175321	4177131
chrI+	4502461	4507720
chrI+	4585115	4586178
chrI+	4585117	4586184
chrI+	4604405	4605320
chrI+	4634103	4635616
chrI+	4634105	4635403
chrI+	4677547	4678853
chrI+	4721180	4723961
chrI+	4901976	4903137
chrI+	4903439	4905139
chrI+	5107847	5111008
chrI+	5619571	5620668
chrI+	5619573	5620498
chrI+	5736089	5741577
chrI+	5774589	5775613
chrI+	6006336	6007297
chrI+	6093305	6094422
chrI+	6093310	6094117
chrI+	6093311	6093993
chrI+	6093314	6094099
chrI+	6093339	6094422
chrI+	6102035	6102465
chrI+	6315236	6317071
chrI+	6326878	6330128
chrI+	6366331	6368080
chrI+	6496912	6499554
chrI+	6497342	6499512
chrI+	6497441	6499467
chrI+	6497441	6499467
chrI+	6497443	6499467
chrI+	6497623	6499554
chrI+	6525051	6528679
chrI+	6569496	6572595
chrI+	6569557	6572431
chrI+	6569572	6572431
chrI+	6570087	6572431
chrI+	6570088	6572431
chrI+	6669036	6669543
chrI+	6836463	6838138
chrI+	6836469	6837933
chrI+	6843473	6845130
chrI+	6847444	6849779
chrI+	6850420	6851211
chrI+	6854662	6857532
chrI+	7021982	7028774
chrI+	7021982	7029053
chrI+	7021982	7029075
chrI+	7057058	7059174
chrI+	7057200	7058616
chrI+	7057200	7059294
chrI+	7099730	7101760
chrI+	7235383	7238787
chrI+	7387354	7388712
chrI+	7492041	7492929
chrI+	7492332	7493264
chrI+	7499841	7503228
chrI+	7501191	7503228
chrI+	7501311	7503228
chrI+	7505968	7506641
chrI+	7668392	7669791
chrI+	7695676	7698200
chrI+	7726644	7726870
chrI+	7866126	7872562
chrI+	7866245	7872067
chrI+	7866245	7872067
chrI+	7866245	7872067
chrI+	7866245	7872073
chrI+	7866341	7872067
chrI+	7866350	7872067
chrI+	7866350	7872067
chrI+	7866350	7872067
chrI+	7866350	7872067
chrI+	7866371	7872067
chrI+	7869621	7872067
chrI+	7901945	7903192
chrI+	8150360	8151310
chrI+	8434519	8435772
chrI+	8434543	8435803
chrI+	8692937	8693457
chrI+	8692939	8693461
chrI+	8728762	8730049
chrI+	8768512	8771173
chrI+	8768514	8771173
chrI+	8768514	8771173
chrI+	8768514	8771173
chrI+	8768516	8771173
chrI+	8768520	8771173
chrI+	8813752	8814976
chrI+	8813754	8814972
chrI+	8840476	8841119
chrI+	8948773	8954343
chrI+	9056289	9057546
chrI+	9163428	9166803
chrI+	9163428	9166819
chrI+	9163496	9166819
chrI+	9163496	9166968
chrI+	9163565	9167191
chrI+	9173851	9177107
chrI+	9174132	9177107
chrI+	9174473	9177107
chrI+	9470760	9472632
chrI+	9471541	9472345
chrI+	9471542	9472313
chrI+	9481550	9482225
chrI+	9689174	9690066
chrI+	9689186	9690086
chrI+	9773159	9773997
chrI+	9773159	9774004
chrI+	9773161	9773999
chrI+	9773161	9774001
chrI+	9773163	9774000
chrI+	9773164	9774001
chrI+	9780338	9781328
chrI+	9788769	9789910
chrI+	9788848	9789946
chrI+	9788996	9789844
chrI+	9788998	9789842
chrI+	9788998	9789850
chrI+	9930966	9931856
chrI+	9948042	9952727
chrI+	10026629	10030045
chrI+	10026631	10029715
chrI+	10330861	10331735
chrI+	10330868	10331724
chrI+	10436103	10436868
chrI+	10471204	10471930
chrI+	10518365	10519148
chrI+	10519346	10520746
chrI+	10519348	10520600
chrI+	10551967	10552957
chrI+	10566338	10567288
chrI+	10567877	10568997
chrI+	10567882	10568950
chrI+	10569096	10570014
chrI+	10569100	10570017
